game_id,game_date,status,away_name,home_name,bet_side,bet_team,bet_odds,bet_odds_fmt,p_home_win,bet_edge,edge_home,edge_away,home_odds,away_odds,n_books,away_probable_pitcher,home_probable_pitcher
822700,2026-08-09,Scheduled,Cincinnati Reds,Washington Nationals,home,Washington Nationals,-103.0,-103,0.5445552091534264,0.050322487920612835,0.050322487920612835,-0.05032248792061278,-103.0,-107.99999999999999,9,Brady Singer,Brad Lord
822862,2026-08-09,Scheduled,Baltimore Orioles,Texas Rangers,,,,,0.6034517251740328,,0.04755585993666678,-0.04755585993666678,-132.0,120.00000000000001,9,Cade Povich,Kumar Rocker
823020,2026-08-09,Scheduled,Colorado Rockies,St. Louis Cardinals,away,Colorado Rockies,145.00000000000003,+145,0.4819993057325581,0.11922768813247264,-0.11922768813247253,0.11922768813247264,-160.0,145.00000000000003,9,Michael Lorenzen,Michael McGreevy
823104,2026-08-09,Scheduled,Tampa Bay Rays,Seattle Mariners,away,Tampa Bay Rays,106.0,+106,0.4289285316958909,0.0977637000852607,-0.09776370008526064,0.0977637000852607,-117.48085106382976,106.0,4,,Emerson Hancock
823190,2026-08-09,Scheduled,Detroit Tigers,San Francisco Giants,away,Detroit Tigers,-116.99999999999999,-117,0.3694725576614411,0.10673881874305335,-0.10673881874305335,0.10673881874305335,104.0,-116.99999999999999,9,Troy Melton,Logan Webb
823268,2026-08-09,Scheduled,Houston Astros,San Diego Padres,,,,,0.4881263084146429,,-0.04070857059612354,0.040708570596123594,-121.00000000000001,104.99999999999999,9,Cristian Javier,
823345,2026-08-09,Scheduled,New York Mets,Pittsburgh Pirates,away,New York Mets,125.0,+125,0.49409832477259297,0.07346924279497458,-0.07346924279497458,0.07346924279497458,-139.99999999999997,125.0,9,Sean Manaea,Jared Jones
823425,2026-08-09,Scheduled,Toronto Blue Jays,Philadelphia Phillies,away,Toronto Blue Jays,175.0,+175,0.5566746046994828,0.08843817725540443,-0.08843817725540448,0.08843817725540443,-195.00000000000003,175.0,9,Shane Bieber,Jesús Luzardo
823513,2026-08-09,Scheduled,Atlanta Braves,New York Yankees,away,Atlanta Braves,125.99999999999997,+126,0.440023407359677,0.13007536333598135,-0.1300753633359814,0.13007536333598135,-142.0,125.99999999999997,9,Grant Holmes,Cam Schlittler
823751,2026-08-09,Scheduled,Minnesota Twins,Milwaukee Brewers,away,Minnesota Twins,211.0,+211,0.6318525853003408,0.05698409430904605,-0.05698409430904605,0.05698409430904605,-246.99999999999997,211.0,9,Connor Prielipp,Jacob Misiorowski
823835,2026-08-09,Scheduled,Los Angeles Angels,Miami Marlins,,,,,0.5279077615669815,,-0.044349025763335215,0.04434902576333538,-142.0,128.00000000000003,9,Grayson Rodriguez,Ryan Gusto
824078,2026-08-09,Scheduled,Chicago Cubs,Kansas City Royals,home,Kansas City Royals,140.0,+140,0.48070442099582544,0.07639596017784234,0.07639596017784234,-0.07639596017784234,140.0,-159.00000000000003,9,Matthew Boyd,Randy Dobnak
824564,2026-08-09,Scheduled,Cleveland Guardians,Chicago White Sox,,,,,0.48296069219157645,,-0.01362866660787787,0.01362866660787787,-105.0,-107.99999999999999,9,Joey Cantillo,Davis Martin
824724,2026-08-09,Scheduled,Athletics,Boston Red Sox,,,,,0.6614065451581245,,-0.03434873698299146,0.03434873698299157,-257.4757281553398,217.49999999999997,6,J.T. Ginn,
825050,2026-08-09,Scheduled,Los Angeles Dodgers,Arizona Diamondbacks,home,Arizona Diamondbacks,125.99999999999997,+126,0.6607438807245186,0.2293995241465171,0.2293995241465171,-0.2293995241465171,125.99999999999997,-139.99999999999997,9,Justin Wrobleski,Eduardo Rodriguez
