game_id,game_date,status,away_name,home_name,bet_side,bet_team,bet_odds,bet_odds_fmt,p_home_win,bet_edge,edge_home,edge_away,home_odds,away_odds,n_books,away_probable_pitcher,home_probable_pitcher
822726,2026-06-12,Scheduled,Seattle Mariners,Washington Nationals,home,Washington Nationals,125.0,+125,0.574569167268608,0.14903725237499088,0.14903725237499088,-0.149037252374991,125.0,-150.0,7.0,Bryce Miller,Zack Littell
822803,2026-06-12,Scheduled,New York Yankees,Toronto Blue Jays,,,,,0.49919121738335975,,-0.011643018802989069,0.01164301880298918,-115.0,-105.0,6.0,Ryan Weathers,
823211,2026-06-12,Scheduled,Chicago Cubs,San Francisco Giants,,,,,0.5316398211369874,,-0.0008277113305451556,0.0008277113305451,-125.0,105.0,6.0,Javier Assad,Landen Roupp
823370,2026-06-12,Scheduled,Miami Marlins,Pittsburgh Pirates,away,Miami Marlins,120.0,+120,0.46477129483972623,0.1008315420397064,-0.10083154203970635,0.1008315420397064,-145.0,120.0,6.0,Sandy Alcantara,Braxton Ashcraft
823617,2026-06-12,Scheduled,Atlanta Braves,New York Mets,away,Atlanta Braves,105.0,+105,0.44852945266320704,0.08393807980432538,-0.0839380798043255,0.08393807980432538,-125.0,105.0,6.0,Spencer Strider,Nolan McLean
823695,2026-06-12,Scheduled,St. Louis Cardinals,Minnesota Twins,away,St. Louis Cardinals,115.0,+115,0.4250326864444653,0.12910144957284253,-0.12910144957284259,0.12910144957284253,-137.0,115.0,6.0,Kyle Leahy,Joe Ryan
823778,2026-06-12,Scheduled,Philadelphia Phillies,Milwaukee Brewers,away,Philadelphia Phillies,201.5,+202,0.6295209013715135,0.054112741009031295,-0.054112741009031295,0.054112741009031295,-253.0,201.5,6.0,Andrew Painter,Jacob Misiorowski
824020,2026-06-12,Scheduled,Tampa Bay Rays,Los Angeles Angels,home,Los Angeles Angels,140.0,+140,0.5070558903280732,0.10882580183249796,0.10882580183249796,-0.10882580183249801,140.0,-170.0,7.0,Shane McClanahan,Sam Aldegheri
824102,2026-06-12,Scheduled,Houston Astros,Kansas City Royals,,,,,0.5049857167424825,,0.01581995292883137,-0.015819952928831316,-105.0,-115.0,6.0,Tatsuya Imai,Luinder Avila
824425,2026-06-12,Scheduled,Detroit Tigers,Cleveland Guardians,,,,,0.509943999062444,,-0.025129410399219898,0.025129410399219898,-128.0,105.0,6.0,Jack Flaherty,Tanner Bibee
824507,2026-06-12,Scheduled,Arizona Diamondbacks,Cincinnati Reds,away,Arizona Diamondbacks,-105.0,-105,0.45557750888359494,0.05525672730275394,-0.05525672730275388,0.05525672730275394,-115.0,-105.0,6.0,Eduardo Rodriguez,Nick Lodolo
824588,2026-06-12,Scheduled,Los Angeles Dodgers,Chicago White Sox,home,Chicago White Sox,140.0,+140,0.5354238853326772,0.13719379683710192,0.13719379683710192,-0.13719379683710198,140.0,-170.0,6.0,Roki Sasaki,Anthony Kay
824752,2026-06-12,Scheduled,Texas Rangers,Boston Red Sox,,,,,0.5487617839230359,,0.014979043224224609,-0.014979043224224609,-126.5,105.0,6.0,Jack Leiter,Sonny Gray
824826,2026-06-12,Scheduled,San Diego Padres,Baltimore Orioles,,,,,0.5472921217528754,,0.0033149721419230005,-0.0033149721419230005,-131.5,110.0,6.0,Griffin Canning,Shane Baz
